group,confidence,name,kind,type,class,tier,itemHash,currentSourceText
A. Non-source note,Likely obtainable (review),Smoke Jumper Cloak,Armor,Hunter Cloak,Hunter,5,1003997240,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Smoke Jumper Gauntlets,Armor,Gauntlets,Titan,5,589006711,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Smoke Jumper Gloves,Armor,Gauntlets,Warlock,5,986078848,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Smoke Jumper Grasps,Armor,Gauntlets,Hunter,5,2280816555,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Smoke Jumper Helm,Armor,Helmet,Titan,5,1575046822,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Smoke Jumper Hood,Armor,Helmet,Warlock,5,3577550601,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Smoke Jumper Mark,Armor,Titan Mark,Titan,5,4129998876,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Smoke Jumper Mask,Armor,Helmet,Hunter,5,2941172034,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Smoke Jumper Plate,Armor,Chest Armor,Titan,5,3347493825,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Smoke Jumper Strides,Armor,Leg Armor,Hunter,5,3755454909,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Smoke Jumper Vest,Armor,Chest Armor,Hunter,5,2348082405,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Smoke Jumper Vestment,Armor,Chest Armor,Warlock,5,3788059976,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Solemn Lie,Weapon,Hand Cannon,,5,1041028435,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Something Something,Weapon,Sniper Rifle,,5,3421075982,Random Perks: This item cannot be reacquired from Collections.
C. No collectible,Not ruled out (review),Something Something,Weapon,Sniper Rifle,,5,690412397,
A. Non-source note,Likely obtainable (review),Spiderbite-1si,Weapon,Sidearm,,2,3792720684,Source: Earned while leveling.
A. Non-source note,Likely NOT obtainable,Stagnatious Rebuke,Armor,Warlock Bond,Warlock,4,3357295428,Source: Earned while leveling.
C. No collectible,Likely NOT obtainable,Stagnatious Rebuke,Armor,Warlock Bond,Warlock,4,1503713660,
C. No collectible,Not ruled out (review),Stagnatious Rebuke,Armor,Warlock Bond,Warlock,4,406995961,
C. No collectible,Not ruled out (review),Stagnatious Rebuke,Armor,Warlock Bond,Warlock,4,1988790493,
A. Non-source note,Likely obtainable (review),Stampede Mk.32,Weapon,Grenade Launcher,,4,3493948734,Source: Earned while leveling.
A. Non-source note,Likely obtainable (review),Stampede Mk.32,Weapon,Grenade Launcher,,4,1120843239,Source: Earned while leveling.
A. Non-source note,Likely obtainable (review),Standing Tall,Weapon,Pulse Rifle,,3,2213848862,Source: Earned while leveling.
A. Non-source note,Likely obtainable (review),Stay Away,Weapon,Grenade Launcher,,2,2734369894,Source: Earned while leveling.
A. Non-source note,Likely obtainable (review),Stubborn Oak,Weapon,Shotgun,,2,1977926913,Source: Earned while leveling.
C. No collectible,Likely NOT obtainable,Sunlit Bond (Unkindled),Armor,Warlock Bond,Warlock,5,1002555530,
C. No collectible,Likely NOT obtainable,Sunlit Boots (Unkindled),Armor,Leg Armor,Warlock,5,1545181237,
C. No collectible,Likely NOT obtainable,Sunlit Cloak (Unkindled),Armor,Hunter Cloak,Hunter,5,259522459,
C. No collectible,Likely NOT obtainable,Sunlit Gauntlets (Unkindled),Armor,Gauntlets,Titan,5,3769043228,
C. No collectible,Likely NOT obtainable,Sunlit Gloves (Unkindled),Armor,Gauntlets,Warlock,5,906505391,
C. No collectible,Likely NOT obtainable,Sunlit Greaves (Unkindled),Armor,Leg Armor,Titan,5,4221563250,
C. No collectible,Likely NOT obtainable,Sunlit Grips (Unkindled),Armor,Gauntlets,Hunter,5,3154193408,
C. No collectible,Likely NOT obtainable,Sunlit Helm (Unkindled),Armor,Helmet,Titan,5,985750811,
C. No collectible,Likely NOT obtainable,Sunlit Hood (Unkindled),Armor,Helmet,Hunter,5,3053891303,
C. No collectible,Likely NOT obtainable,Sunlit Mark (Unkindled),Armor,Titan Mark,Titan,5,3744631007,
C. No collectible,Likely NOT obtainable,Sunlit Mask (Unkindled),Armor,Helmet,Warlock,5,613984400,
C. No collectible,Likely NOT obtainable,Sunlit Plate (Unkindled),Armor,Chest Armor,Titan,5,3599356244,
C. No collectible,Likely NOT obtainable,Sunlit Robes (Unkindled),Armor,Chest Armor,Warlock,5,2189358721,
C. No collectible,Likely NOT obtainable,Sunlit Strides (Unkindled),Armor,Leg Armor,Hunter,5,2339497078,
C. No collectible,Likely NOT obtainable,Sunlit Vest (Unkindled),Armor,Chest Armor,Hunter,5,3987309016,
A. Non-source note,Likely obtainable (review),SUROS Throwback,Weapon,Auto Rifle,,3,2694044462,Source: Earned while leveling.
A. Non-source note,Likely obtainable (review),Swordmaster's Bond,Armor,Warlock Bond,Warlock,5,2248528889,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Swordmaster's Boots,Armor,Leg Armor,Warlock,5,3558781766,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Swordmaster's Cloak,Armor,Hunter Cloak,Hunter,5,385833378,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Swordmaster's Cover,Armor,Helmet,Warlock,5,3520307277,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Swordmaster's Gauntlets,Armor,Gauntlets,Titan,5,2347181257,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Swordmaster's Gloves,Armor,Gauntlets,Warlock,5,4172973116,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Swordmaster's Greaves,Armor,Leg Armor,Titan,5,2639123099,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Swordmaster's Grips,Armor,Gauntlets,Hunter,5,2697887125,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Swordmaster's Helm,Armor,Helmet,Titan,5,1883377784,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Swordmaster's Mark,Armor,Titan Mark,Titan,5,1934339678,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Swordmaster's Mask,Armor,Helmet,Hunter,5,1343009820,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Swordmaster's Plate,Armor,Chest Armor,Titan,5,262826703,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Swordmaster's Robes,Armor,Chest Armor,Warlock,5,1504698788,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Swordmaster's Strides,Armor,Leg Armor,Hunter,5,445076215,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Swordmaster's Vest,Armor,Chest Armor,Hunter,5,1604556427,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),TAHOMA 01,Weapon,Fusion Rifle,,5,1225851434,Random Perks: This item cannot be reacquired from Collections.
B. Empty source string,Likely obtainable (review),Targeted Redaction,Weapon,Hand Cannon,,5,3890055324,(empty source string)
C. No collectible,Not ruled out (review),Tattered Titan Mark,Armor,Titan Mark,Titan,2,3302357737,
C. No collectible,Not ruled out (review),Tattered Titan Mark,Armor,Titan Mark,Titan,2,2067155809,
A. Non-source note,Likely obtainable (review),Techsec Bond,Armor,Warlock Bond,Warlock,5,1963424554,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Techsec Boots,Armor,Leg Armor,Titan,5,95722356,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Techsec Boots,Armor,Leg Armor,Warlock,5,1159925519,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Techsec Cloak,Armor,Hunter Cloak,Hunter,5,4150538093,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Techsec Gauntlets,Armor,Gauntlets,Titan,5,2709760314,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Techsec Gloves,Armor,Gauntlets,Warlock,5,489126477,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Techsec Grasps,Armor,Gauntlets,Hunter,5,3129990424,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Techsec Helm,Armor,Helmet,Titan,5,517096395,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Techsec Hood,Armor,Helmet,Warlock,5,2082858804,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Techsec Mark,Armor,Titan Mark,Titan,5,2719854935,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Techsec Mask,Armor,Helmet,Hunter,5,2292070913,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Techsec Plate,Armor,Chest Armor,Titan,5,2401760398,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Techsec Strides,Armor,Leg Armor,Hunter,5,1589715538,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Techsec Vest,Armor,Chest Armor,Hunter,5,503854896,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Techsec Vestment,Armor,Chest Armor,Warlock,5,4052965875,Random Perks: This item cannot be reacquired from Collections.
C. No collectible,Not ruled out (review),Tethering Void,Armor,Warlock Bond,Warlock,5,243454056,
C. No collectible,Not ruled out (review),Tethering Void,Armor,Warlock Bond,Warlock,5,1418191157,
C. No collectible,Not ruled out (review),The Beyond,Armor,Warlock Bond,Warlock,5,2729305927,
C. No collectible,Not ruled out (review),The Beyond,Armor,Warlock Bond,Warlock,5,243454057,
C. No collectible,Not ruled out (review),The Beyond,Armor,Warlock Bond,Warlock,5,1418191156,
A. Non-source note,Likely obtainable (review),The Helmsman,Weapon,Sniper Rifle,,5,2325078119,Random Perks: This item cannot be reacquired from Collections.
C. No collectible,Not ruled out (review),The Helmsman,Weapon,Sniper Rifle,,5,3215649176,
A. Non-source note,Likely NOT obtainable,The Outlander's Cloak,Armor,Hunter Cloak,Hunter,4,1916502201,Source: Earned while leveling.
C. No collectible,Likely NOT obtainable,The Outlander's Cloak,Armor,Hunter Cloak,Hunter,4,795389673,
C. No collectible,Not ruled out (review),The Outlander's Cloak,Armor,Hunter Cloak,Hunter,4,2211544324,
C. No collectible,Not ruled out (review),The Outlander's Cloak,Armor,Hunter Cloak,Hunter,4,600059642,
A. Non-source note,Likely NOT obtainable,The Outlander's Cover,Armor,Helmet,Hunter,4,914653197,Source: Earned while leveling.
C. No collectible,Likely NOT obtainable,The Outlander's Cover,Armor,Helmet,Hunter,4,1479532637,
C. No collectible,Not ruled out (review),The Outlander's Cover,Armor,Helmet,Hunter,4,3904524734,
C. No collectible,Not ruled out (review),The Outlander's Cover,Armor,Helmet,Hunter,4,1992338980,
A. Non-source note,Likely NOT obtainable,The Outlander's Grip,Armor,Gauntlets,Hunter,4,1567215868,Source: Earned while leveling.
C. No collectible,Likely NOT obtainable,The Outlander's Grip,Armor,Gauntlets,Hunter,4,366418892,
C. No collectible,Not ruled out (review),The Outlander's Grip,Armor,Gauntlets,Hunter,4,3174394351,
C. No collectible,Not ruled out (review),The Outlander's Grip,Armor,Gauntlets,Hunter,4,1556652797,
A. Non-source note,Likely NOT obtainable,The Outlander's Heart,Armor,Chest Armor,Hunter,4,748214628,Source: Earned while leveling.
C. No collectible,Likely NOT obtainable,The Outlander's Heart,Armor,Chest Armor,Hunter,4,3922069396,
C. No collectible,Not ruled out (review),The Outlander's Heart,Armor,Chest Armor,Hunter,4,897275209,
C. No collectible,Not ruled out (review),The Outlander's Heart,Armor,Chest Armor,Hunter,4,1701236611,
A. Non-source note,Likely NOT obtainable,The Outlander's Steps,Armor,Leg Armor,Hunter,4,570143750,Source: Earned while leveling.
C. No collectible,Likely NOT obtainable,The Outlander's Steps,Armor,Leg Armor,Hunter,4,1012254326,
C. No collectible,Not ruled out (review),The Outlander's Steps,Armor,Leg Armor,Hunter,4,3748997649,
C. No collectible,Not ruled out (review),The Outlander's Steps,Armor,Leg Armor,Hunter,4,3880804895,
B. Empty source string,Likely obtainable (review),Thin Precipice,Weapon,Sword,,5,4066778670,(empty source string)
A. Non-source note,Likely obtainable (review),Thistle and Yew,Weapon,Scout Rifle,,2,3550697748,Source: Earned while leveling.
C. No collectible,Not ruled out (review),Timecard,Weapon,Sidearm,,5,1648316470,
C. No collectible,Not ruled out (review),Titan Mark,Armor,Titan Mark,Titan,2,1844055850,
A. Non-source note,Likely obtainable (review),Tongeren-LR3,Weapon,Sniper Rifle,,4,4157959956,Source: Earned while leveling.
A. Non-source note,Likely obtainable (review),Tongeren-LR3,Weapon,Sniper Rifle,,4,1177293325,Source: Earned while leveling.
A. Non-source note,Likely obtainable (review),Trax Arda II,Weapon,Scout Rifle,,3,3361694400,Source: Earned while leveling.
A. Non-source note,Likely obtainable (review),Trax Lysis II,Weapon,Scout Rifle,,4,3906357377,Source: Earned while leveling.
A. Non-source note,Likely obtainable (review),Trax Lysis II,Weapon,Scout Rifle,,4,1650626966,Source: Earned while leveling.
A. Non-source note,Likely obtainable (review),Triumphal Anthem Bond,Armor,Warlock Bond,Warlock,5,986920507,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Triumphal Anthem Boots,Armor,Leg Armor,Warlock,5,1973631360,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Triumphal Anthem Cloak,Armor,Hunter Cloak,Hunter,5,2727863512,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Triumphal Anthem Cover,Armor,Helmet,Warlock,5,2480734911,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Triumphal Anthem Gauntlets,Armor,Gauntlets,Titan,5,571839605,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Triumphal Anthem Gloves,Armor,Gauntlets,Warlock,5,2414602118,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Triumphal Anthem Greaves,Armor,Leg Armor,Titan,5,2147961687,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Triumphal Anthem Grips,Armor,Gauntlets,Hunter,5,3153400267,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Triumphal Anthem Helm,Armor,Helmet,Titan,5,3470352892,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Triumphal Anthem Mark,Armor,Titan Mark,Titan,5,1064523906,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Triumphal Anthem Mask,Armor,Helmet,Hunter,5,3855332578,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Triumphal Anthem Plate,Armor,Chest Armor,Titan,5,2324823787,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Triumphal Anthem Robes,Armor,Chest Armor,Warlock,5,350102826,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Triumphal Anthem Strides,Armor,Leg Armor,Hunter,5,374648029,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Triumphal Anthem Vest,Armor,Chest Armor,Hunter,5,4071845509,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Trondheim-LR2,Weapon,Sniper Rifle,,3,2605790034,Source: Earned while leveling.
A. Non-source note,Likely obtainable (review),Troubadour,Weapon,Sniper Rifle,,3,2605790032,Source: Earned while leveling.
A. Non-source note,Likely obtainable (review),Vector Home,Armor,Chest Armor,Warlock,3,3184996381,Source: Earned while leveling.
A. Non-source note,Likely obtainable (review),Vector Home,Armor,Gauntlets,Warlock,3,164131571,Source: Earned while leveling.
A. Non-source note,Likely obtainable (review),Vector Home,Armor,Helmet,Warlock,3,158570410,Source: Earned while leveling.
A. Non-source note,Likely obtainable (review),Vector Home,Armor,Leg Armor,Warlock,3,4194052805,Source: Earned while leveling.
C. No collectible,Not ruled out (review),Vector Home,Armor,Chest Armor,Warlock,3,3403897789,
C. No collectible,Not ruled out (review),Vector Home,Armor,Gauntlets,Warlock,3,2049820819,
C. No collectible,Not ruled out (review),Vector Home,Armor,Helmet,Warlock,3,2002682954,
C. No collectible,Not ruled out (review),Vector Home,Armor,Leg Armor,Warlock,3,1784774885,
B. Empty source string,Likely obtainable (review),Veteran Legend Bond,Armor,Warlock Bond,Warlock,5,1469212984,(empty source string)
B. Empty source string,Likely obtainable (review),Veteran Legend Boots,Armor,Leg Armor,Warlock,5,1486564541,(empty source string)
B. Empty source string,Likely obtainable (review),Veteran Legend Casque,Armor,Helmet,Hunter,5,1216938185,(empty source string)
B. Empty source string,Likely obtainable (review),Veteran Legend Cloak,Armor,Hunter Cloak,Hunter,5,872282981,(empty source string)
B. Empty source string,Likely obtainable (review),Veteran Legend Gauntlets,Armor,Gauntlets,Titan,5,1800866764,(empty source string)
B. Empty source string,Likely obtainable (review),Veteran Legend Gloves,Armor,Gauntlets,Warlock,5,11926187,(empty source string)
B. Empty source string,Likely obtainable (review),Veteran Legend Grasps,Armor,Gauntlets,Hunter,5,2920433728,(empty source string)
B. Empty source string,Likely obtainable (review),Veteran Legend Greaves,Armor,Leg Armor,Titan,5,2446702198,(empty source string)
B. Empty source string,Likely obtainable (review),Veteran Legend Helm,Armor,Helmet,Titan,5,2913980509,(empty source string)
B. Empty source string,Likely obtainable (review),Veteran Legend Hood,Armor,Helmet,Warlock,5,672281666,(empty source string)
B. Empty source string,Likely obtainable (review),Veteran Legend Mark,Armor,Titan Mark,Titan,5,3352264425,(empty source string)
B. Empty source string,Likely obtainable (review),Veteran Legend Plate,Armor,Chest Armor,Titan,5,2183976852,(empty source string)
B. Empty source string,Likely obtainable (review),Veteran Legend Robes,Armor,Chest Armor,Warlock,5,2813298149,(empty source string)
B. Empty source string,Likely obtainable (review),Veteran Legend Strides,Armor,Leg Armor,Hunter,5,1615373434,(empty source string)
B. Empty source string,Likely obtainable (review),Veteran Legend vest,Armor,Chest Armor,Hunter,5,3465152776,(empty source string)
A. Non-source note,Likely obtainable (review),Victoire SI2,Weapon,Sidearm,,3,1310413525,Source: Earned while leveling.
A. Non-source note,Likely obtainable (review),Vinegaroon-2si,Weapon,Sidearm,,4,3809805231,Source: Earned while leveling.
A. Non-source note,Likely obtainable (review),Vinegaroon-2si,Weapon,Sidearm,,4,711899772,Source: Earned while leveling.
A. Non-source note,Likely obtainable (review),War Mantis,Armor,Chest Armor,Hunter,4,3665810048,Source: Earned while leveling.
A. Non-source note,Likely obtainable (review),War Mantis,Armor,Gauntlets,Hunter,4,2268087176,Source: Earned while leveling.
A. Non-source note,Likely obtainable (review),War Mantis,Armor,Helmet,Hunter,4,3651432497,Source: Earned while leveling.
A. Non-source note,Likely obtainable (review),War Mantis,Armor,Leg Armor,Hunter,4,3369426530,Source: Earned while leveling.
C. No collectible,Not ruled out (review),War Mantis,Armor,Chest Armor,Hunter,4,3212340413,
C. No collectible,Not ruled out (review),War Mantis,Armor,Chest Armor,Hunter,4,4155348771,
C. No collectible,Not ruled out (review),War Mantis,Armor,Chest Armor,Hunter,4,1118437892,
C. No collectible,Not ruled out (review),War Mantis,Armor,Gauntlets,Hunter,4,2230522771,
C. No collectible,Not ruled out (review),War Mantis,Armor,Gauntlets,Hunter,4,2476964124,
C. No collectible,Not ruled out (review),War Mantis,Armor,Gauntlets,Hunter,4,803939997,
C. No collectible,Not ruled out (review),War Mantis,Armor,Helmet,Hunter,4,2183384906,
C. No collectible,Not ruled out (review),War Mantis,Armor,Helmet,Hunter,4,856745412,
C. No collectible,Not ruled out (review),War Mantis,Armor,Helmet,Hunter,4,1824298413,
C. No collectible,Not ruled out (review),War Mantis,Armor,Leg Armor,Hunter,4,2745108287,
C. No collectible,Not ruled out (review),War Mantis,Armor,Leg Armor,Hunter,4,1479892134,
C. No collectible,Not ruled out (review),War Mantis,Armor,Leg Armor,Hunter,4,1965476837,
A. Non-source note,Likely obtainable (review),War Mantis Cloak,Armor,Hunter Cloak,Hunter,4,3017526077,Source: Earned while leveling.
C. No collectible,Not ruled out (review),War Mantis Cloak,Armor,Hunter Cloak,Hunter,4,3437155610,
C. No collectible,Not ruled out (review),War Mantis Cloak,Armor,Hunter Cloak,Hunter,4,420937712,
C. No collectible,Not ruled out (review),War Mantis Cloak,Armor,Hunter Cloak,Hunter,4,1862164825,
C. No collectible,Not ruled out (review),Warlock Bond,Armor,Warlock Bond,Warlock,2,2969943001,
A. Non-source note,Likely obtainable (review),Wastelander Boots,Armor,Leg Armor,Hunter,2,3965755651,Source: Earned while leveling.
C. No collectible,Not ruled out (review),Wastelander Boots,Armor,Leg Armor,Hunter,2,3643144047,
A. Non-source note,Likely obtainable (review),Wastelander Mask,Armor,Helmet,Hunter,2,2231988704,Source: Earned while leveling.
C. No collectible,Not ruled out (review),Wastelander Mask,Armor,Helmet,Hunter,2,4100043028,
A. Non-source note,Likely obtainable (review),Wastelander Vest,Armor,Chest Armor,Hunter,2,30960615,Source: Earned while leveling.
C. No collectible,Not ruled out (review),Wastelander Vest,Armor,Chest Armor,Hunter,2,397654099,
A. Non-source note,Likely obtainable (review),Wastelander Wraps,Armor,Gauntlets,Hunter,2,4134502833,Source: Earned while leveling.
C. No collectible,Not ruled out (review),Wastelander Wraps,Armor,Gauntlets,Hunter,2,2930768301,
A. Non-source note,Likely obtainable (review),Whatchamacallit,Weapon,Submachine Gun,,5,357669417,Random Perks: This item cannot be reacquired from Collections.
C. No collectible,Not ruled out (review),Whatchamacallit,Weapon,Submachine Gun,,5,149110926,
A. Non-source note,Likely obtainable (review),Wild Anthem Bond,Armor,Warlock Bond,Warlock,5,3805886046,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Wild Anthem Boots,Armor,Leg Armor,Warlock,5,2686397083,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Wild Anthem Cloak,Armor,Hunter Cloak,Hunter,5,536035447,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Wild Anthem Cover,Armor,Helmet,Warlock,5,1930651768,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Wild Anthem Gauntlets,Armor,Gauntlets,Titan,5,225063086,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Wild Anthem Gloves,Armor,Gauntlets,Warlock,5,2394455241,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Wild Anthem Greaves,Armor,Leg Armor,Titan,5,2732598696,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Wild Anthem Grips,Armor,Gauntlets,Hunter,5,361848666,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Wild Anthem Helm,Armor,Helmet,Titan,5,2278464039,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Wild Anthem Mark,Armor,Titan Mark,Titan,5,1334855187,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Wild Anthem Mask,Armor,Helmet,Hunter,5,2039591531,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Wild Anthem Plate,Armor,Chest Armor,Titan,5,1644825026,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Wild Anthem Robes,Armor,Chest Armor,Warlock,5,2134373071,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Wild Anthem Strides,Armor,Leg Armor,Hunter,5,1618320532,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Wild Anthem Vest,Armor,Chest Armor,Hunter,5,217940910,Random Perks: This item cannot be reacquired from Collections.
A. Non-source note,Likely obtainable (review),Willful Hamartia,Weapon,Linear Fusion Rifle,,5,1952295804,Random Perks: This item cannot be reacquired from Collections.
C. No collectible,Not ruled out (review),Wise Warlock Bond,Armor,Warlock Bond,Warlock,2,1016461220,
C. No collectible,Not ruled out (review),Wise Warlock Bond,Armor,Warlock Bond,Warlock,2,1331814296,
C. No collectible,Not ruled out (review),Wise Warlock Boots,Armor,Leg Armor,Warlock,2,3471587229,
C. No collectible,Not ruled out (review),Wise Warlock Boots,Armor,Leg Armor,Warlock,2,1634414641,
C. No collectible,Not ruled out (review),Wise Warlock Gloves,Armor,Gauntlets,Warlock,2,2421406347,
C. No collectible,Not ruled out (review),Wise Warlock Gloves,Armor,Gauntlets,Warlock,2,1018337679,
C. No collectible,Not ruled out (review),Wise Warlock Hood,Armor,Helmet,Warlock,2,2214399070,
C. No collectible,Not ruled out (review),Wise Warlock Hood,Armor,Helmet,Warlock,2,3081865122,
C. No collectible,Not ruled out (review),Wise Warlock Robes,Armor,Chest Armor,Warlock,2,2209865285,
C. No collectible,Not ruled out (review),Wise Warlock Robes,Armor,Chest Armor,Warlock,2,3997262569,
B. Empty source string,Likely obtainable (review),Wolfsbane,Weapon,Sword,,6,1753923263,(empty source string)
C. No collectible,Not ruled out (review),Wrecked Titan Gauntlets,Armor,Gauntlets,Titan,2,3878952908,
C. No collectible,Not ruled out (review),Wrecked Titan Gauntlets,Armor,Gauntlets,Titan,2,880861204,
C. No collectible,Not ruled out (review),Wrecked Titan Greaves,Armor,Leg Armor,Titan,2,229821046,
C. No collectible,Not ruled out (review),Wrecked Titan Greaves,Armor,Leg Armor,Titan,2,744142366,
C. No collectible,Not ruled out (review),Wrecked Titan Helm,Armor,Helmet,Titan,2,141761093,
C. No collectible,Not ruled out (review),Wrecked Titan Helm,Armor,Helmet,Titan,2,697099357,
C. No collectible,Not ruled out (review),Wrecked Titan Plate,Armor,Chest Armor,Titan,2,3663467820,
C. No collectible,Not ruled out (review),Wrecked Titan Plate,Armor,Chest Armor,Titan,2,2134070164,
